hero_1_id,hero_1_name,type,hero_2_id,hero_2_name,match_count,win_count,win_rate,advantage
1,Anti-Mage,vs,108,Underlord,2827345,1388589,0.4911,0.00229
1,Anti-Mage,vs,72,Gyrocopter,2827345,1388589,0.4911,0.00211
1,Anti-Mage,vs,128,Snapfire,2827345,1388589,0.4911,0.00207
1,Anti-Mage,vs,49,Dragon Knight,2827345,1388589,0.4911,0.00205
1,Anti-Mage,vs,65,Batrider,2827345,1388589,0.4911,0.00178
1,Anti-Mage,vs,30,Witch Doctor,2827345,1388589,0.4911,0.00173
1,Anti-Mage,vs,107,Earth Spirit,2827345,1388589,0.4911,0.00126
1,Anti-Mage,vs,62,Bounty Hunter,2827345,1388589,0.4911,0.00075
1,Anti-Mage,vs,83,Treant Protector,2827345,1388589,0.4911,0.00067
1,Anti-Mage,vs,74,Invoker,2827345,1388589,0.4911,0.00041
1,Anti-Mage,vs,33,Enigma,2827345,1388589,0.4911,0.00029
1,Anti-Mage,vs,36,Necrophos,2827345,1388589,0.4911,-0.00054
1,Anti-Mage,vs,98,Timbersaw,2827345,1388589,0.4911,-0.00108
1,Anti-Mage,vs,25,Lina,2827345,1388589,0.4911,-0.0011
1,Anti-Mage,vs,35,Sniper,2827345,1388589,0.4911,-0.00163
1,Anti-Mage,vs,71,Spirit Breaker,2827345,1388589,0.4911,-0.00302
1,Anti-Mage,vs,10,Morphling,2827345,1388589,0.4911,-0.00355
1,Anti-Mage,vs,9,Mirana,2827345,1388589,0.4911,-0.0039
1,Anti-Mage,vs,100,Tusk,2827345,1388589,0.4911,-0.00393
1,Anti-Mage,vs,96,Centaur Warrunner,2827345,1388589,0.4911,-0.00419
1,Anti-Mage,vs,4,Bloodseeker,2827345,1388589,0.4911,-0.00457
1,Anti-Mage,vs,61,Broodmother,2827345,1388589,0.4911,-0.00472
1,Anti-Mage,vs,93,Slark,2827345,1388589,0.4911,-0.00499
1,Anti-Mage,vs,120,Pangolier,2827345,1388589,0.4911,-0.00502
1,Anti-Mage,vs,55,Dark Seer,2827345,1388589,0.4911,-0.0051
1,Anti-Mage,vs,106,Ember Spirit,2827345,1388589,0.4911,-0.00561
1,Anti-Mage,vs,119,Dark Willow,2827345,1388589,0.4911,-0.00677
1,Anti-Mage,vs,103,Elder Titan,2827345,1388589,0.4911,-0.00706
1,Anti-Mage,vs,88,Nyx Assassin,2827345,1388589,0.4911,-0.00708
1,Anti-Mage,vs,27,Shadow Shaman,2827345,1388589,0.4911,-0.00938
1,Anti-Mage,vs,97,Magnus,2827345,1388589,0.4911,-0.01106
1,Anti-Mage,vs,58,Enchantress,2827345,1388589,0.4911,-0.01149
1,Anti-Mage,vs,87,Disruptor,2827345,1388589,0.4911,-0.01332
1,Anti-Mage,vs,23,Kunkka,2827345,1388589,0.4911,-0.01378
1,Anti-Mage,vs,19,Tiny,2827345,1388589,0.4911,-0.01379
1,Anti-Mage,vs,109,Terrorblade,2827345,1388589,0.4911,-0.0141
1,Anti-Mage,vs,26,Lion,2827345,1388589,0.4911,-0.01413
1,Anti-Mage,vs,48,Luna,2827345,1388589,0.4911,-0.01447
1,Anti-Mage,vs,105,Techies,2827345,1388589,0.4911,-0.01534
1,Anti-Mage,vs,38,Beastmaster,2827345,1388589,0.4911,-0.01553
1,Anti-Mage,vs,64,Jakiro,2827345,1388589,0.4911,-0.01553
1,Anti-Mage,vs,110,Phoenix,2827345,1388589,0.4911,-0.01581
1,Anti-Mage,vs,91,Io,2827345,1388589,0.4911,-0.01761
1,Anti-Mage,vs,18,Sven,2827345,1388589,0.4911,-0.01835
1,Anti-Mage,vs,60,Night Stalker,2827345,1388589,0.4911,-0.01872
1,Anti-Mage,vs,46,Templar Assassin,2827345,1388589,0.4911,-0.02049
1,Anti-Mage,vs,6,Drow Ranger,2827345,1388589,0.4911,-0.02394
1,Anti-Mage,vs,13,Puck,2827345,1388589,0.4911,-0.02437
1,Anti-Mage,vs,32,Riki,2827345,1388589,0.4911,-0.02463
1,Anti-Mage,vs,11,Shadow Fiend,2827345,1388589,0.4911,-0.02464
1,Anti-Mage,vs,123,Hoodwink,2827345,1388589,0.4911,-0.02493
1,Anti-Mage,vs,52,Leshrac,2827345,1388589,0.4911,-0.02499
1,Anti-Mage,vs,7,Earthshaker,2827345,1388589,0.4911,-0.02688
1,Anti-Mage,vs,114,Monkey King,2827345,1388589,0.4911,-0.02731
1,Anti-Mage,vs,70,Ursa,2827345,1388589,0.4911,-0.02801
1,Anti-Mage,vs,89,Naga Siren,2827345,1388589,0.4911,-0.0281
1,Anti-Mage,vs,28,Slardar,2827345,1388589,0.4911,-0.03181
1,Anti-Mage,vs,145,Kez,2827345,1388589,0.4911,-0.03308
1,Anti-Mage,vs,80,Lone Druid,2827345,1388589,0.4911,-0.03647
1,Anti-Mage,vs,104,Legion Commander,2827345,1388589,0.4911,-0.0379
1,Anti-Mage,vs,57,Omniknight,2827345,1388589,0.4911,-0.03935
1,Anti-Mage,vs,136,Marci,2827345,1388589,0.4911,-0.04124
1,Anti-Mage,vs,44,Phantom Assassin,2827345,1388589,0.4911,-0.04216
1,Anti-Mage,vs,95,Troll Warlord,2827345,1388589,0.4911,-0.0439
1,Anti-Mage,vs,2,Axe,2827345,1388589,0.4911,-0.05431
1,Anti-Mage,vs,59,Huskar,2827345,1388589,0.4911,-0.05926
1,Anti-Mage,vs,82,Meepo,2827345,1388589,0.4911,-0.07034
1,Anti-Mage,with,66,Chen,2827345,1388589,0.4911,0.04362
1,Anti-Mage,with,38,Beastmaster,2827345,1388589,0.4911,0.03076
1,Anti-Mage,with,55,Dark Seer,2827345,1388589,0.4911,0.02396
1,Anti-Mage,with,56,Clinkz,2827345,1388589,0.4911,0.02312
1,Anti-Mage,with,120,Pangolier,2827345,1388589,0.4911,0.023
1,Anti-Mage,with,112,Winter Wyvern,2827345,1388589,0.4911,0.02298
1,Anti-Mage,with,58,Enchantress,2827345,1388589,0.4911,0.02234
1,Anti-Mage,with,78,Brewmaster,2827345,1388589,0.4911,0.02085
1,Anti-Mage,with,79,Shadow Demon,2827345,1388589,0.4911,0.02062
1,Anti-Mage,with,37,Warlock,2827345,1388589,0.4911,0.02053
1,Anti-Mage,with,102,Abaddon,2827345,1388589,0.4911,0.01987
1,Anti-Mage,with,29,Tidehunter,2827345,1388589,0.4911,0.01821
1,Anti-Mage,with,62,Bounty Hunter,2827345,1388589,0.4911,0.01816
1,Anti-Mage,with,50,Dazzle,2827345,1388589,0.4911,0.01799
1,Anti-Mage,with,77,Lycan,2827345,1388589,0.4911,0.01678
1,Anti-Mage,with,74,Invoker,2827345,1388589,0.4911,0.01656
1,Anti-Mage,with,83,Treant Protector,2827345,1388589,0.4911,0.01624
1,Anti-Mage,with,85,Undying,2827345,1388589,0.4911,0.01526
1,Anti-Mage,with,113,Arc Warden,2827345,1388589,0.4911,0.01487
1,Anti-Mage,with,93,Slark,2827345,1388589,0.4911,0.01455
1,Anti-Mage,with,25,Lina,2827345,1388589,0.4911,0.01412
1,Anti-Mage,with,3,Bane,2827345,1388589,0.4911,0.01303
1,Anti-Mage,with,91,Io,2827345,1388589,0.4911,0.01285
1,Anti-Mage,with,2,Axe,2827345,1388589,0.4911,0.01186
1,Anti-Mage,with,31,Lich,2827345,1388589,0.4911,0.0112
1,Anti-Mage,with,68,Ancient Apparition,2827345,1388589,0.4911,0.01044
1,Anti-Mage,with,4,Bloodseeker,2827345,1388589,0.4911,0.00952
1,Anti-Mage,with,9,Mirana,2827345,1388589,0.4911,0.00898
1,Anti-Mage,with,135,Dawnbreaker,2827345,1388589,0.4911,0.00849
1,Anti-Mage,with,47,Viper,2827345,1388589,0.4911,0.00843
1,Anti-Mage,with,40,Venomancer,2827345,1388589,0.4911,0.00837
1,Anti-Mage,with,21,Windranger,2827345,1388589,0.4911,0.00758
1,Anti-Mage,with,69,Doom,2827345,1388589,0.4911,0.00716
1,Anti-Mage,with,88,Nyx Assassin,2827345,1388589,0.4911,0.00638
1,Anti-Mage,with,90,Keeper of the Light,2827345,1388589,0.4911,0.00607
1,Anti-Mage,with,16,Sand King,2827345,1388589,0.4911,0.00582
1,Anti-Mage,with,76,Outworld Destroyer,2827345,1388589,0.4911,0.00579
1,Anti-Mage,with,42,Wraith King,2827345,1388589,0.4911,0.00556
1,Anti-Mage,with,72,Gyrocopter,2827345,1388589,0.4911,0.00553
1,Anti-Mage,with,46,Templar Assassin,2827345,1388589,0.4911,0.00516
1,Anti-Mage,with,35,Sniper,2827345,1388589,0.4911,0.00514
1,Anti-Mage,with,105,Techies,2827345,1388589,0.4911,0.00489
1,Anti-Mage,with,111,Oracle,2827345,1388589,0.4911,0.00458
1,Anti-Mage,with,119,Dark Willow,2827345,1388589,0.4911,0.0044
1,Anti-Mage,with,48,Luna,2827345,1388589,0.4911,0.00436
1,Anti-Mage,with,32,Riki,2827345,1388589,0.4911,0.00432
1,Anti-Mage,with,131,Ringmaster,2827345,1388589,0.4911,0.0043
1,Anti-Mage,with,64,Jakiro,2827345,1388589,0.4911,0.00404
1,Anti-Mage,with,11,Shadow Fiend,2827345,1388589,0.4911,0.00383
1,Anti-Mage,with,15,Razor,2827345,1388589,0.4911,0.00377
1,Anti-Mage,with,26,Lion,2827345,1388589,0.4911,0.00297
1,Anti-Mage,with,75,Silencer,2827345,1388589,0.4911,0.00295
1,Anti-Mage,with,86,Rubick,2827345,1388589,0.4911,0.00243
1,Anti-Mage,with,57,Omniknight,2827345,1388589,0.4911,0.00232
1,Anti-Mage,with,30,Witch Doctor,2827345,1388589,0.4911,0.00197
1,Anti-Mage,with,23,Kunkka,2827345,1388589,0.4911,0.0016
1,Anti-Mage,with,128,Snapfire,2827345,1388589,0.4911,0.00143
1,Anti-Mage,with,27,Shadow Shaman,2827345,1388589,0.4911,0.00087
1,Anti-Mage,with,114,Monkey King,2827345,1388589,0.4911,0.00017
1,Anti-Mage,with,92,Visage,2827345,1388589,0.4911,-0.00048
1,Anti-Mage,with,99,Bristleback,2827345,1388589,0.4911,-0.0006
1,Anti-Mage,with,121,Grimstroke,2827345,1388589,0.4911,-0.00069
1,Anti-Mage,with,108,Underlord,2827345,1388589,0.4911,-0.0007
1,Anti-Mage,with,84,Ogre Magi,2827345,1388589,0.4911,-0.00113
1,Anti-Mage,with,51,Clockwerk,2827345,1388589,0.4911,-0.00199
1,Anti-Mage,with,7,Earthshaker,2827345,1388589,0.4911,-0.00217
1,Anti-Mage,with,104,Legion Commander,2827345,1388589,0.4911,-0.00238
1,Anti-Mage,with,60,Night Stalker,2827345,1388589,0.4911,-0.00243
1,Anti-Mage,with,101,Skywrath Mage,2827345,1388589,0.4911,-0.00253
1,Anti-Mage,with,36,Necrophos,2827345,1388589,0.4911,-0.00303
1,Anti-Mage,with,12,Phantom Lancer,2827345,1388589,0.4911,-0.00335
1,Anti-Mage,with,20,Vengeful Spirit,2827345,1388589,0.4911,-0.00371
1,Anti-Mage,with,98,Timbersaw,2827345,1388589,0.4911,-0.00412
1,Anti-Mage,with,65,Batrider,2827345,1388589,0.4911,-0.00446
1,Anti-Mage,with,136,Marci,2827345,1388589,0.4911,-0.00507
1,Anti-Mage,with,39,Queen of Pain,2827345,1388589,0.4911,-0.00512
1,Anti-Mage,with,87,Disruptor,2827345,1388589,0.4911,-0.00556
1,Anti-Mage,with,52,Leshrac,2827345,1388589,0.4911,-0.00571
1,Anti-Mage,with,59,Huskar,2827345,1388589,0.4911,-0.00585
1,Anti-Mage,with,49,Dragon Knight,2827345,1388589,0.4911,-0.00609
1,Anti-Mage,with,100,Tusk,2827345,1388589,0.4911,-0.00661
1,Anti-Mage,with,45,Pugna,2827345,1388589,0.4911,-0.00676
1,Anti-Mage,with,103,Elder Titan,2827345,1388589,0.4911,-0.00744
1,Anti-Mage,with,14,Pudge,2827345,1388589,0.4911,-0.008
1,Anti-Mage,with,22,Zeus,2827345,1388589,0.4911,-0.00846
1,Anti-Mage,with,123,Hoodwink,2827345,1388589,0.4911,-0.00859
1,Anti-Mage,with,106,Ember Spirit,2827345,1388589,0.4911,-0.00866
1,Anti-Mage,with,129,Mars,2827345,1388589,0.4911,-0.00886
1,Anti-Mage,with,34,Tinker,2827345,1388589,0.4911,-0.00897
1,Anti-Mage,with,110,Phoenix,2827345,1388589,0.4911,-0.00907
1,Anti-Mage,with,8,Juggernaut,2827345,1388589,0.4911,-0.00926
1,Anti-Mage,with,5,Crystal Maiden,2827345,1388589,0.4911,-0.00997
1,Anti-Mage,with,73,Alchemist,2827345,1388589,0.4911,-0.01071
1,Anti-Mage,with,138,Muerta,2827345,1388589,0.4911,-0.01093
1,Anti-Mage,with,81,Chaos Knight,2827345,1388589,0.4911,-0.01101
1,Anti-Mage,with,43,Death Prophet,2827345,1388589,0.4911,-0.01149
1,Anti-Mage,with,95,Troll Warlord,2827345,1388589,0.4911,-0.01176
1,Anti-Mage,with,145,Kez,2827345,1388589,0.4911,-0.01252
1,Anti-Mage,with,18,Sven,2827345,1388589,0.4911,-0.01352
1,Anti-Mage,with,33,Enigma,2827345,1388589,0.4911,-0.01423
1,Anti-Mage,with,89,Naga Siren,2827345,1388589,0.4911,-0.01443
1,Anti-Mage,with,107,Earth Spirit,2827345,1388589,0.4911,-0.01449
1,Anti-Mage,with,96,Centaur Warrunner,2827345,1388589,0.4911,-0.01454
1,Anti-Mage,with,44,Phantom Assassin,2827345,1388589,0.4911,-0.01689
1,Anti-Mage,with,71,Spirit Breaker,2827345,1388589,0.4911,-0.01698
1,Anti-Mage,with,19,Tiny,2827345,1388589,0.4911,-0.01727
1,Anti-Mage,with,126,Void Spirit,2827345,1388589,0.4911,-0.01733
1,Anti-Mage,with,67,Spectre,2827345,1388589,0.4911,-0.01825
1,Anti-Mage,with,70,Ursa,2827345,1388589,0.4911,-0.01879
1,Anti-Mage,with,137,Primal Beast,2827345,1388589,0.4911,-0.01882
1,Anti-Mage,with,97,Magnus,2827345,1388589,0.4911,-0.0192
1,Anti-Mage,with,80,Lone Druid,2827345,1388589,0.4911,-0.0192
1,Anti-Mage,with,63,Weaver,2827345,1388589,0.4911,-0.02175
1,Anti-Mage,with,13,Puck,2827345,1388589,0.4911,-0.0218
1,Anti-Mage,with,17,Storm Spirit,2827345,1388589,0.4911,-0.0233
1,Anti-Mage,with,6,Drow Ranger,2827345,1388589,0.4911,-0.02474
1,Anti-Mage,with,28,Slardar,2827345,1388589,0.4911,-0.02493
1,Anti-Mage,with,53,Nature's Prophet,2827345,1388589,0.4911,-0.02537
1,Anti-Mage,with,61,Broodmother,2827345,1388589,0.4911,-0.03156
1,Anti-Mage,with,109,Terrorblade,2827345,1388589,0.4911,-0.03217
1,Anti-Mage,with,54,Lifestealer,2827345,1388589,0.4911,-0.03243
1,Anti-Mage,with,94,Medusa,2827345,1388589,0.4911,-0.03362
1,Anti-Mage,with,82,Meepo,2827345,1388589,0.4911,-0.03939
1,Anti-Mage,with,41,Faceless Void,2827345,1388589,0.4911,-0.0408
1,Anti-Mage,with,10,Morphling,2827345,1388589,0.4911,-0.04899
2,Axe,vs,1,Anti-Mage,4218596,2245623,0.5323,0.05531
2,Axe,vs,95,Troll Warlord,4218596,2245623,0.5323,0.05041
2,Axe,vs,109,Terrorblade,4218596,2245623,0.5323,0.04921
2,Axe,vs,61,Broodmother,4218596,2245623,0.5323,0.04759
2,Axe,vs,92,Visage,4218596,2245623,0.5323,0.04504
2,Axe,vs,12,Phantom Lancer,4218596,2245623,0.5323,0.04462
2,Axe,vs,44,Phantom Assassin,4218596,2245623,0.5323,0.03815
2,Axe,vs,50,Dazzle,4218596,2245623,0.5323,0.02886
2,Axe,vs,35,Sniper,4218596,2245623,0.5323,0.02467
2,Axe,vs,10,Morphling,4218596,2245623,0.5323,0.02376
2,Axe,vs,21,Windranger,4218596,2245623,0.5323,0.02328
2,Axe,vs,86,Rubick,4218596,2245623,0.5323,0.02039
2,Axe,vs,89,Naga Siren,4218596,2245623,0.5323,0.02021
2,Axe,vs,25,Lina,4218596,2245623,0.5323,0.0202
2,Axe,vs,41,Faceless Void,4218596,2245623,0.5323,0.01975
2,Axe,vs,88,Nyx Assassin,4218596,2245623,0.5323,0.01922
2,Axe,vs,136,Marci,4218596,2245623,0.5323,0.01907
2,Axe,vs,94,Medusa,4218596,2245623,0.5323,0.01839
2,Axe,vs,99,Bristleback,4218596,2245623,0.5323,0.01798
2,Axe,vs,138,Muerta,4218596,2245623,0.5323,0.01791
2,Axe,vs,6,Drow Ranger,4218596,2245623,0.5323,0.01637
2,Axe,vs,119,Dark Willow,4218596,2245623,0.5323,0.01553
2,Axe,vs,58,Enchantress,4218596,2245623,0.5323,0.01482
2,Axe,vs,9,Mirana,4218596,2245623,0.5323,0.01441
2,Axe,vs,59,Huskar,4218596,2245623,0.5323,0.01305
2,Axe,vs,56,Clinkz,4218596,2245623,0.5323,0.01255
2,Axe,vs,123,Hoodwink,4218596,2245623,0.5323,0.01138
2,Axe,vs,63,Weaver,4218596,2245623,0.5323,0.01107
2,Axe,vs,27,Shadow Shaman,4218596,2245623,0.5323,0.01092
2,Axe,vs,77,Lycan,4218596,2245623,0.5323,0.01063
2,Axe,vs,17,Storm Spirit,4218596,2245623,0.5323,0.01026
2,Axe,vs,108,Underlord,4218596,2245623,0.5323,0.00959
2,Axe,vs,81,Chaos Knight,4218596,2245623,0.5323,0.00945
2,Axe,vs,126,Void Spirit,4218596,2245623,0.5323,0.00888
2,Axe,vs,46,Templar Assassin,4218596,2245623,0.5323,0.00881
2,Axe,vs,32,Riki,4218596,2245623,0.5323,0.00868
2,Axe,vs,3,Bane,4218596,2245623,0.5323,0.00843
2,Axe,vs,145,Kez,4218596,2245623,0.5323,0.00822
2,Axe,vs,55,Dark Seer,4218596,2245623,0.5323,0.0082
2,Axe,vs,87,Disruptor,4218596,2245623,0.5323,0.00798
2,Axe,vs,113,Arc Warden,4218596,2245623,0.5323,0.00777
2,Axe,vs,93,Slark,4218596,2245623,0.5323,0.00631
2,Axe,vs,8,Juggernaut,4218596,2245623,0.5323,0.00616
2,Axe,vs,13,Puck,4218596,2245623,0.5323,0.00594
2,Axe,vs,104,Legion Commander,4218596,2245623,0.5323,0.0054
2,Axe,vs,26,Lion,4218596,2245623,0.5323,0.00518
2,Axe,vs,28,Slardar,4218596,2245623,0.5323,0.00449
2,Axe,vs,73,Alchemist,4218596,2245623,0.5323,0.0043
2,Axe,vs,105,Techies,4218596,2245623,0.5323,0.00396
2,Axe,vs,7,Earthshaker,4218596,2245623,0.5323,0.00242
2,Axe,vs,135,Dawnbreaker,4218596,2245623,0.5323,0.00229
2,Axe,vs,5,Crystal Maiden,4218596,2245623,0.5323,0.00205
2,Axe,vs,129,Mars,4218596,2245623,0.5323,0.00196
2,Axe,vs,91,Io,4218596,2245623,0.5323,0.0017
2,Axe,vs,112,Winter Wyvern,4218596,2245623,0.5323,0.00167
2,Axe,vs,66,Chen,4218596,2245623,0.5323,0.00092
2,Axe,vs,74,Invoker,4218596,2245623,0.5323,0.00072
2,Axe,vs,31,Lich,4218596,2245623,0.5323,-0.00037
2,Axe,vs,51,Clockwerk,4218596,2245623,0.5323,-0.00056
2,Axe,vs,111,Oracle,4218596,2245623,0.5323,-0.00078
2,Axe,vs,43,Death Prophet,4218596,2245623,0.5323,-0.00172
2,Axe,vs,97,Magnus,4218596,2245623,0.5323,-0.00175
2,Axe,vs,57,Omniknight,4218596,2245623,0.5323,-0.00204
2,Axe,vs,16,Sand King,4218596,2245623,0.5323,-0.00216
2,Axe,vs,101,Skywrath Mage,4218596,2245623,0.5323,-0.00217
2,Axe,vs,4,Bloodseeker,4218596,2245623,0.5323,-0.00226
2,Axe,vs,128,Snapfire,4218596,2245623,0.5323,-0.00262
2,Axe,vs,48,Luna,4218596,2245623,0.5323,-0.00316
2,Axe,vs,64,Jakiro,4218596,2245623,0.5323,-0.00322
2,Axe,vs,11,Shadow Fiend,4218596,2245623,0.5323,-0.00334
2,Axe,vs,85,Undying,4218596,2245623,0.5323,-0.00349
2,Axe,vs,120,Pangolier,4218596,2245623,0.5323,-0.00371
2,Axe,vs,33,Enigma,4218596,2245623,0.5323,-0.0044
2,Axe,vs,100,Tusk,4218596,2245623,0.5323,-0.00463
2,Axe,vs,71,Spirit Breaker,4218596,2245623,0.5323,-0.00471
2,Axe,vs,96,Centaur Warrunner,4218596,2245623,0.5323,-0.00488
2,Axe,vs,20,Vengeful Spirit,4218596,2245623,0.5323,-0.00499
2,Axe,vs,80,Lone Druid,4218596,2245623,0.5323,-0.00517
2,Axe,vs,121,Grimstroke,4218596,2245623,0.5323,-0.00528
2,Axe,vs,15,Razor,4218596,2245623,0.5323,-0.00565
2,Axe,vs,70,Ursa,4218596,2245623,0.5323,-0.00571
2,Axe,vs,22,Zeus,4218596,2245623,0.5323,-0.00635
2,Axe,vs,107,Earth Spirit,4218596,2245623,0.5323,-0.00644
2,Axe,vs,72,Gyrocopter,4218596,2245623,0.5323,-0.00658
2,Axe,vs,49,Dragon Knight,4218596,2245623,0.5323,-0.00664
2,Axe,vs,42,Wraith King,4218596,2245623,0.5323,-0.0073
2,Axe,vs,18,Sven,4218596,2245623,0.5323,-0.00804
2,Axe,vs,53,Nature's Prophet,4218596,2245623,0.5323,-0.00828
2,Axe,vs,84,Ogre Magi,4218596,2245623,0.5323,-0.00846
2,Axe,vs,23,Kunkka,4218596,2245623,0.5323,-0.00847
2,Axe,vs,37,Warlock,4218596,2245623,0.5323,-0.00899
2,Axe,vs,114,Monkey King,4218596,2245623,0.5323,-0.00901
2,Axe,vs,38,Beastmaster,4218596,2245623,0.5323,-0.00922
2,Axe,vs,62,Bounty Hunter,4218596,2245623,0.5323,-0.00994
2,Axe,vs,79,Shadow Demon,4218596,2245623,0.5323,-0.01049
2,Axe,vs,110,Phoenix,4218596,2245623,0.5323,-0.0105
2,Axe,vs,68,Ancient Apparition,4218596,2245623,0.5323,-0.01094
2,Axe,vs,39,Queen of Pain,4218596,2245623,0.5323,-0.01155
2,Axe,vs,29,Tidehunter,4218596,2245623,0.5323,-0.01185
2,Axe,vs,83,Treant Protector,4218596,2245623,0.5323,-0.01203
2,Axe,vs,90,Keeper of the Light,4218596,2245623,0.5323,-0.01212
2,Axe,vs,60,Night Stalker,4218596,2245623,0.5323,-0.01242
2,Axe,vs,131,Ringmaster,4218596,2245623,0.5323,-0.01262
2,Axe,vs,45,Pugna,4218596,2245623,0.5323,-0.01574
2,Axe,vs,75,Silencer,4218596,2245623,0.5323,-0.0162
2,Axe,vs,14,Pudge,4218596,2245623,0.5323,-0.01653
2,Axe,vs,30,Witch Doctor,4218596,2245623,0.5323,-0.01797
2,Axe,vs,106,Ember Spirit,4218596,2245623,0.5323,-0.01831
2,Axe,vs,103,Elder Titan,4218596,2245623,0.5323,-0.01875
2,Axe,vs,52,Leshrac,4218596,2245623,0.5323,-0.01968
2,Axe,vs,54,Lifestealer,4218596,2245623,0.5323,-0.01976
2,Axe,vs,34,Tinker,4218596,2245623,0.5323,-0.02086
2,Axe,vs,19,Tiny,4218596,2245623,0.5323,-0.02148
2,Axe,vs,76,Outworld Destroyer,4218596,2245623,0.5323,-0.02217
