hero_1_id,hero_1_name,type,hero_2_id,hero_2_name,advantage,safelane_matches,safelane_wins,safelane_winrate,midlane_matches,midlane_wins,midlane_winrate,offlane_matches,offlane_wins,offlane_winrate,soft_support_matches,soft_support_wins,soft_support_winrate,hard_support_matches,hard_support_wins,hard_support_winrate
1,Anti-Mage,vs,108,Underlord,0.02175,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,85,Undying,0.02034,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,12,Phantom Lancer,0.02026,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,8,Juggernaut,0.02014,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,76,Outworld Destroyer,0.01954,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,90,Keeper of the Light,0.0178,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,20,Vengeful Spirit,0.01704,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,50,Dazzle,0.01683,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,101,Skywrath Mage,0.01596,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,40,Venomancer,0.01549,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,113,Arc Warden,0.01542,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,126,Void Spirit,0.01478,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,39,Queen of Pain,0.01361,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,45,Pugna,0.0133,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,112,Winter Wyvern,0.01229,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,22,Zeus,0.01179,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,29,Tidehunter,0.01174,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,14,Pudge,0.01167,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,43,Death Prophet,0.01119,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,89,Naga Siren,0.01109,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,47,Viper,0.01106,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,68,Ancient Apparition,0.01043,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,137,Primal Beast,0.00984,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,16,Sand King,0.00964,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,41,Faceless Void,0.00959,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,37,Warlock,0.00911,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,121,Grimstroke,0.00876,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,53,Nature's Prophet,0.00858,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,62,Bounty Hunter,0.00826,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,131,Ringmaster,0.0082,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,54,Lifestealer,0.00787,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,119,Dark Willow,0.0075,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,72,Gyrocopter,0.00738,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,74,Invoker,0.00662,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,73,Alchemist,0.00644,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,79,Shadow Demon,0.00631,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,83,Treant Protector,0.00608,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,31,Lich,0.00569,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,105,Techies,0.00515,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,35,Sniper,0.00514,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,135,Dawnbreaker,0.00508,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,25,Lina,0.00223,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,128,Snapfire,0.0022,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,69,Doom,0.00167,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,3,Bane,0.00117,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,67,Spectre,0.00096,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,138,Muerta,0.00053,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,65,Batrider,-5e-05,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,36,Necrophos,-0.00035,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,92,Visage,-0.00044,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,75,Silencer,-0.00047,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,23,Kunkka,-0.00083,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,86,Rubick,-0.0015,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,63,Weaver,-0.00161,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,30,Witch Doctor,-0.00353,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,49,Dragon Knight,-0.00368,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,55,Dark Seer,-0.004,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,96,Centaur Warrunner,-0.00543,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,21,Windranger,-0.00597,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,9,Mirana,-0.00636,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,77,Lycan,-0.00708,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,5,Crystal Maiden,-0.00888,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,110,Phoenix,-0.0095,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,106,Ember Spirit,-0.00999,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,107,Earth Spirit,-0.01064,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,19,Tiny,-0.01068,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,26,Lion,-0.01071,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,52,Leshrac,-0.01082,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,93,Slark,-0.01144,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,120,Pangolier,-0.0116,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,97,Magnus,-0.01176,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,71,Spirit Breaker,-0.01274,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,88,Nyx Assassin,-0.01371,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,33,Enigma,-0.01421,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,10,Morphling,-0.01441,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,100,Tusk,-0.0146,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,64,Jakiro,-0.01498,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,145,Kez,-0.01524,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,91,Io,-0.01577,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,38,Beastmaster,-0.01606,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,46,Templar Assassin,-0.01612,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,103,Elder Titan,-0.01626,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,87,Disruptor,-0.01627,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,32,Riki,-0.01638,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,98,Timbersaw,-0.01646,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,109,Terrorblade,-0.01658,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,57,Omniknight,-0.01673,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,6,Drow Ranger,-0.01693,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,27,Shadow Shaman,-0.01726,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,58,Enchantress,-0.01749,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,48,Luna,-0.01963,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,123,Hoodwink,-0.02009,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,4,Bloodseeker,-0.02092,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,66,Chen,-0.02149,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,70,Ursa,-0.02194,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,114,Monkey King,-0.02336,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,80,Lone Druid,-0.02392,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,28,Slardar,-0.02463,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,60,Night Stalker,-0.02572,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,11,Shadow Fiend,-0.02581,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,13,Puck,-0.02669,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,61,Broodmother,-0.02735,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,136,Marci,-0.02787,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,18,Sven,-0.02834,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,7,Earthshaker,-0.02919,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,95,Troll Warlord,-0.03487,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,44,Phantom Assassin,-0.03775,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,104,Legion Commander,-0.04145,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,2,Axe,-0.04425,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,82,Meepo,-0.07504,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,vs,59,Huskar,-0.07905,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,77,Lycan,0.03397,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,41,Faceless Void,0.03078,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,145,Kez,0.02731,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,112,Winter Wyvern,0.02379,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,31,Lich,0.01748,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,23,Kunkka,0.01715,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,18,Sven,0.01707,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,2,Axe,0.01702,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,57,Omniknight,0.01651,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,47,Viper,0.0163,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,4,Bloodseeker,0.01554,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,74,Invoker,0.01501,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,15,Razor,0.01452,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,50,Dazzle,0.01414,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,64,Jakiro,0.01312,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,16,Sand King,0.01297,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,55,Dark Seer,0.01252,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,30,Witch Doctor,0.01177,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,42,Wraith King,0.0111,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,93,Slark,0.01061,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,110,Phoenix,0.01033,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,111,Oracle,0.01012,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,83,Treant Protector,0.00948,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,80,Lone Druid,0.00911,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,33,Enigma,0.00907,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,75,Silencer,0.00758,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,92,Visage,0.00735,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,68,Ancient Apparition,0.00731,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,105,Techies,0.00693,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,101,Skywrath Mage,0.00664,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,25,Lina,0.00663,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,102,Abaddon,0.00611,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,51,Clockwerk,0.00566,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,26,Lion,0.00521,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,35,Sniper,0.0051,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,43,Death Prophet,0.00502,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,119,Dark Willow,0.00486,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,88,Nyx Assassin,0.00476,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,29,Tidehunter,0.00401,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,34,Tinker,0.00369,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,108,Underlord,0.00358,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,5,Crystal Maiden,0.00336,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,96,Centaur Warrunner,0.00322,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,106,Ember Spirit,0.0032,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,135,Dawnbreaker,0.00316,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,8,Juggernaut,0.00314,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,40,Venomancer,0.00246,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,49,Dragon Knight,0.00236,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,9,Mirana,0.00213,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,85,Undying,0.00162,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,3,Bane,0.00153,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
1,Anti-Mage,with,73,Alchemist,0.0014,117000,63176,0.54,7807,4320,0.5533,3891,2064,0.5305,845,390,0.4615,1238,597,0.4822
